,A,B
0,0.8757300766543035,0.15738292928615516
1,0.8834164386286539,0.09850285039733211
2,0.9335876726758673,0.04506893016998715
3,0.9452893964815529,0.048467568173820655
4,0.9466744524079939,0.03837853137877922
5,0.9568689770356478,0.03137912702429825
6,0.9948051885371991,0.009566163696667558
7,0.9610719308687776,0.020084948037327764
8,0.9616817379570649,0.04951523252641794
9,0.8396630069917972,0.14061765675576993
10,0.7567273887136281,0.22182765088205122
11,0.7930868684006981,0.21204828366992204
12,0.7784451609911772,0.24111781297780063
13,0.8007563345213735,0.23019826002235955
14,0.7650876735388042,0.27027412076714874
15,0.7603514932879403,0.24780070089022974
16,0.7908457095738396,0.22606751474967474
17,0.8113780904800452,0.2045654622129648
18,0.8960195577197468,0.12624265468999843
19,0.7569571680605379,0.2981027071394001
20,0.7930495506217377,0.23902211618543087
21,0.9041243798855019,0.11211342927411902
22,0.8757463612191253,0.17875620474309012
23,0.8609301208577959,0.17993751230041177
24,0.8964353970723619,0.09521700062663807
25,0.9060592549603986,0.05834779212591775
26,0.8649038808053552,0.09862688631785052
27,0.8656945168026208,0.09641147186099419
28,0.9266943928134812,0.06401270024998199
29,0.9684350785198297,0.011793261721854397
30,0.9355448888389978,0.05082508003436094
31,0.9432170250052403,0.044829181376048986
32,0.9600379225352919,0.04854853115995175
33,1.0102926861853485,0.006389965476748229
34,0.9992118008620468,0.004625098740180735
35,0.9465836065403146,0.03843766336951158
36,0.8382975652892197,0.1439881022552777
37,0.7394993064657072,0.2657634310821039
38,0.5979029411502987,0.41798324536101006
39,0.6467392690791931,0.37660030281688894
40,0.7043454081995524,0.27647633768431323
41,0.7377396875388312,0.25304222010477906
42,0.6824392041535247,0.30993189251417047
43,0.6521878427347808,0.37414465894925186
44,0.601770712440296,0.4184940545949753
45,0.6292553331859688,0.40303890593163283
46,0.6664200581784844,0.3708494115770175
47,0.6610770309452438,0.3502098773643058
48,0.8140280639165567,0.2154299064162655
49,0.9402164631058474,0.0740994309886787
50,0.8256756557824736,0.18476798976279868
51,0.8420606993103635,0.14031732928012633
52,0.9058719435494045,0.08630968601167824
53,0.9727916870679367,0.041782778274956946
54,0.8593875633909359,0.2139129255486258
55,0.845897279832337,0.19576846787504343
56,0.9129503614364195,0.09888673047091995
57,0.8312555359932922,0.16547085300313744
58,0.846063435661992,0.15592392766243457
59,0.8677293646306735,0.13683035482728367
60,0.8998086523543728,0.10381508605224918
61,1.0052390334311563,0.04814604788778137
62,0.9767717700601789,0.07534052166229091
63,0.9594581109258914,0.05100706131651647
64,0.9763009073224354,0.025591427324274232
65,0.9599389987551629,0.0259423349920124
66,1.0007305372318582,0.014127253115894222
67,0.986357084344164,0.04409687791400721
68,0.9372483715670759,0.06126648101305776
69,0.8834330562661148,0.10415262367383808
70,0.8673539683799009,0.1507028396394517
71,0.7685197434141633,0.2104841985462529
72,0.697775870882378,0.25227589618158663
73,0.6541096188239615,0.35066457632729797
74,0.688205411434308,0.31191099191292126
75,0.6502495705748258,0.31777511390196156
76,0.6397550033916706,0.34317957514030245
77,0.7006009568494679,0.30323289438043377
78,0.7044351671977359,0.297489207222474
79,0.6732945760492866,0.3329796784511832
80,0.663537517152012,0.3314198514027202
81,0.6937506181451898,0.343106279169881
82,0.5795398393929602,0.46016683013308646
83,0.5547070187793257,0.46174614632621414
84,0.576129826132027,0.4647203978852623
85,0.7438744051399131,0.24889983676637562
86,0.806434583844888,0.1694052757919481
87,0.9100790542998584,0.0827795335195021
88,0.8851203672993291,0.1424052588088829
89,0.9245507510567788,0.08619026893251262
90,0.8053438664909199,0.2006910898078092
91,0.8742683832260084,0.14012503362143552
92,0.7627432599141716,0.2665715369553855
93,0.7073648737512805,0.3110996736379859
94,0.7179524949536583,0.30346284927454087
95,0.7525400456021818,0.2906086736869133
96,0.6995181842282538,0.28569713975448613
97,0.5771672109835737,0.3848122373286482
98,0.782455990541235,0.2703200332533481
99,0.8926764821925219,0.1352926013159379
100,0.973661657176022,0.006483354284839397
101,1.0069924249238438,0.0094737872986507
102,0.9881326201688693,0.008866743647288684
103,0.9731878196278722,0.01648140846778852
104,0.949161730267796,0.006263394941161028
105,1.0396055552209404,0.00883714230148853
106,0.9984043714183195,0.03502807187303714
107,0.9607276682592649,0.04644567845680358
108,0.9322713516941515,0.03212959123441722
109,0.9335577070694685,0.04511109432414679
110,0.7905697990814624,0.18349518329214914
111,0.827689247873721,0.1793714531350023
112,0.7523569804284715,0.2432813254814988
113,0.6269134741498499,0.37179907636563725
114,0.6498726919182426,0.37586346716697777
115,0.6894507900640802,0.36816830800693234
116,0.6125139727357258,0.391143344062352
117,0.6152660527374246,0.42557835041459235
118,0.5626097045451968,0.46712683401646055
119,0.5717973897004218,0.43151828415760896
120,0.6001040324887326,0.4500781539292627
121,0.5843665228952164,0.44403462942323674
122,0.55150464877602,0.4796041244828744
123,0.5519961804357403,0.4587600875969903
124,0.4568871458495436,0.584552931729062
125,0.4842745425591706,0.5730630537550964
126,0.5191116406283034,0.5028271234434788
127,0.46482826397564414,0.5221768132629834
128,0.6719466691775228,0.3067214783216618
129,0.6856486702928677,0.3135153639506757
130,0.8196690977175307,0.1817847297206858
131,0.7769223109793972,0.21727940028452722
132,0.8562389689743884,0.1623877522728843
133,0.7695594403960243,0.24759407867848787
134,0.703616636263189,0.29317056019850285
135,0.745002256922576,0.24925665195775165
136,0.5289680936313886,0.5069494575698833
137,0.3851029095907037,0.5993127550677025
138,0.33004128119226833,0.5891590114738757
139,0.3674472415650316,0.5759629335373968
140,0.46195802997808655,0.5189354940282459
141,0.6237666326828839,0.39235234184900597
142,0.7444965498268964,0.27438126743522934
143,0.9193750133952557,0.11801870842527465
144,0.971232219472112,0.04076287662966907
145,0.9909954359760634,0.016938311656085107
146,0.9689370710226666,0.01226124800252347
147,1.0148167659222969,0.007508414437254376
148,1.0251726504493683,0.0027876327288065446
149,0.9435555583776195,0.007714156729020605
150,0.9688445874257798,0.011182385236406052
151,0.9656079120985125,0.017452684748843345
152,0.9429851055896465,0.02458405468687238
153,0.8937287338339786,0.05032597790387668
154,0.9019662317102034,0.0509971596949214
155,0.9436838178216742,0.05256415854417113
156,0.9030609361086244,0.09190352170962447
157,0.8463365493216837,0.16110645757475978
158,0.6760866643920793,0.3283967283623401
159,0.5945267071532376,0.41239401882910137
160,0.5801108029593891,0.3926260492485336
161,0.6370267303651023,0.3301096636460303
162,0.6946036025948312,0.3132291550168537
163,0.7110127850837029,0.31695101393418923
164,0.5414810518863616,0.4765023502196607
165,0.5048157990900469,0.5122860595316271
166,0.556453921876065,0.49809707473988707
167,0.6112337178689311,0.4117047157170696
168,0.6431678631361012,0.3580002759109887
169,0.6801219097745977,0.35290736980359455
170,0.5763146890200789,0.4419092073824988
171,0.5739062837184697,0.4716688059293865
172,0.687768593826065,0.3096620811460884
173,0.6384872405753861,0.386632360641241
174,0.7175714290470674,0.25078021685959745
175,0.6458731369799139,0.3184311280947408
176,0.7752711245465345,0.17008220005863423
177,0.6931148199053498,0.3021353937195542
178,0.7930028086549565,0.1846000531188865
179,0.8043746641553253,0.184649465728791
180,0.7230909325176018,0.2731648488751923
181,0.5185749795697994,0.4926447433926663
182,0.45564440857133404,0.5269732368902978
183,0.6531728648247341,0.36990435414783607
184,0.5140457549226881,0.5242187297774464
185,0.39824370656609737,0.5739973412452166
186,0.20348546368361117,0.7192146233171317
187,0.2112433627583295,0.7351743054413682
188,0.3022422507427755,0.6565696680722791
189,0.4064530928402219,0.5949987427056114
190,0.5797355205443377,0.46361662330412606
191,0.7079294017010404,0.3383652024453652
192,0.820952959762949,0.1851111199442242
193,0.9104988283601345,0.04274207119276766
194,0.9443483366746774,0.02431876647853497
195,0.9822451515334933,0.008729754669698294
196,0.9921518683886393,2.220446049250313e-16
197,0.9624561714344414,2.220446049250313e-16
198,1.0347491174066492,2.220446049250313e-16
199,0.9941069122883877,0.00214641977754491
200,0.9395471891213572,0.0131664653955091
201,1.0130460309352542,0.004889729679018156
202,0.964144435053388,0.02977601764253796
203,1.0021861261972493,0.023375273466995725
204,0.9990923578097812,0.0332028507326477
205,0.9607300136602344,0.05324255967201106
206,0.9310815042435011,0.08128790582195554
207,0.8449250270874324,0.16620650544861282
208,0.7595326904624018,0.28874230677958723
209,0.7495747444348435,0.2892601389429606
210,0.7387442631194316,0.32019102003810496
211,0.7046430906192649,0.33450533011093825
212,0.6707991305430535,0.359955128737968
213,0.6810003916925669,0.38350351702122404
214,0.7164070481082436,0.30973112495024724
215,0.7556380879519968,0.3020059819275582
216,0.6399763298721426,0.4325192574532947
217,0.6244517437799699,0.41972922636344406
218,0.6807981158342912,0.3691304963494398
219,0.6635691798214196,0.36363386479346504
220,0.6321978048787065,0.43257695300736637
221,0.627203116057341,0.380718313691467
222,0.6254393926968683,0.354794059616671
223,0.6488231896499621,0.36172769737854965
224,0.6593233243757415,0.38248052436852237
225,0.6749364588717244,0.3393574114600994
226,0.7291892449273921,0.28796327108805286
227,0.8276918730289907,0.1692626638724579
228,0.7171811618536916,0.2881017904812402
229,0.6029443883758357,0.4095721439359201
230,0.6824417519721468,0.32870502359497167
231,0.545631097418579,0.48836524592207764
232,0.6657522037725273,0.37089814270709215
233,0.47073362190094753,0.5610525924993132
234,0.3146184693046474,0.6892766491200137
235,0.27648090134217396,0.7248613091710046
236,0.22197649780204257,0.7842661110560785
237,0.254222080064649,0.7516241837011297
238,0.30404467419151615,0.6795391081595804
239,0.4201873014572548,0.5980705224192164
240,0.41547634215420554,0.6091861431242219
241,0.5679856350010657,0.46819896911884124
242,0.6696322787918114,0.3822480691629524
243,0.8149386539269395,0.22054390423975784
244,0.9128026610959912,0.08581196049353661
245,0.9231997727918277,0.053370642587632085
246,0.9199163223919012,0.012845723301708816
247,0.9755710281483876,0.0035958076200422497
248,0.9434055210515018,2.220446049250313e-16
249,0.9945687996449525,2.220446049250313e-16
250,0.9614589725247819,2.220446049250313e-16
251,0.9656759081948489,0.00707917244549146
252,0.9968651721913991,0.0032962965373782766
253,1.0237135290291162,2.220446049250313e-16
254,1.0151953775295255,2.220446049250313e-16
255,0.9827868504941303,0.02672356467096015
256,0.9952579745712817,0.04386435269195807
257,0.9790120082769099,0.059648356554294804
258,0.9149810954269368,0.11129333344629329
259,0.8514422443044383,0.1534640246737458
260,0.7900126537404611,0.24669124415325205
261,0.712186270870563,0.31308974109445875
262,0.6359522796927634,0.3893760718278068
263,0.6514084597314603,0.3838833448893163
264,0.682065819659737,0.3916733392107585
265,0.6654922888023943,0.3813122862963881
266,0.6306157608279396,0.4245036460688721
267,0.5810439557084984,0.45564347648365017
268,0.6467855940820376,0.4104887079821571
269,0.5948442641733034,0.47477048852710707
270,0.6123638438007198,0.4388151807828594
271,0.6039716047791932,0.4428870810060105
272,0.6275534857193941,0.3806188474582918
273,0.6301543011873604,0.36742642591261176
274,0.6549823346165154,0.3627560062483962
275,0.6496640509628191,0.36059051683533194
276,0.5937155884633776,0.4147198875529316
277,0.7493295895827611,0.262508823628999
278,0.7032082623268582,0.29386455717729004
279,0.8679283631547169,0.1178672972178639
280,0.8737105274582165,0.16495344727273412
281,0.727066922682325,0.24394209887184384
282,0.7611312921692078,0.24141228445162213
283,0.7064498995795074,0.3097912626175975
284,0.3766014934998291,0.6654291390582312
285,0.3851009059429814,0.5390433517375948
286,0.2946676768820463,0.735102378216022
287,0.1648922789271064,0.8821734499785789
288,0.0379431126952631,0.988896903609814
289,0.0578852225728506,0.9158623564322492
290,0.11041032717360866,0.8798877352317116
291,0.17304344523092327,0.8589830340793835
292,0.24108032096731039,0.8065517749147443
293,0.3295570017500392,0.6947986222580103
294,0.3528943271204684,0.652701476123513
295,0.5384746635634367,0.43676537539561133
296,0.7199208688393228,0.26747433528797165
297,0.8522298120549847,0.1584908788740926
298,0.90663275129386,0.06813583052734218
299,0.8973422328311729,0.046964511742189456
300,0.9312470147460747,0.026811504590488897
301,0.9206467778805405,0.017741449107158695
302,0.9290645618988329,0.027757668834207567
303,0.971691351625985,0.006011074572560451
304,0.9763567266905391,2.220446049250313e-16
305,1.0040460773785524,2.220446049250313e-16
306,1.0156783647898706,2.220446049250313e-16
307,0.9772592483293681,0.04996218654163012
308,0.937811310684367,0.10612648095795445
309,0.9555872649818035,0.0800600477339831
310,0.9940343938452696,0.03967443840271468
311,0.9228937443904348,0.11037368542866904
312,0.9277260545445469,0.10751385812977501
313,0.9295023308830158,0.06675567951647503
314,0.8550508511006794,0.1411554918532026
315,0.7679233665324633,0.27330573865007013
316,0.7514967753273377,0.2333339111306418
317,0.6517412420475169,0.3424070301142301
318,0.5682078346994459,0.4538043809308081
319,0.5594814236500917,0.4590427609382053
320,0.5831988014684552,0.40594863050655106
321,0.4910782281368882,0.5155981394117243
322,0.587074343491736,0.4658710599836835
323,0.6734112349125062,0.380166816674701
324,0.6716644844501203,0.3595120318193993
325,0.7699489136258293,0.31028140955634975
326,0.6066082588021859,0.42756443566190666
327,0.5777678618974648,0.4609310627039049
328,0.49949540122597447,0.5137071543205524
329,0.6026713343075266,0.4029664167371809
330,0.6449384385035866,0.36816143477749314
331,0.6382363293695351,0.37924826817561746
332,0.8264101744186226,0.19704861622040898
333,0.743125624598747,0.29776806099266656
334,0.7359322583796539,0.2761273710183072
335,0.7332537641303848,0.2673483030630264
336,0.7271693128948533,0.258753348954636
337,0.5935244116964595,0.40934901521576694
338,0.4646914136329885,0.5266511133879184
339,0.3056284670345526,0.7462712176244418
340,0.2034981346487779,0.8613881167914217
341,0.13793983467426804,0.9092816981840821
342,0.026002395960177734,1.0075044680930585
343,0.008639747174331445,0.9624506545644742
344,0.029767630825389982,0.9706263635427883
345,0.046857936522290915,1.0097596299593705
346,0.09852251441419627,0.9241010646832113
347,0.12420672451214235,0.8733329654598134
348,0.19240727289991577,0.7930104815895321
349,0.296726511950865,0.6946811444850813
350,0.45279704109252883,0.5269842091385423
351,0.6841566242183545,0.2565159738325833
352,0.8908777150890026,0.09314699040547596
353,0.9751843197334396,0.007028551848617098
354,0.9649317197361018,0.015025317579858768
355,0.9473078699161632,2.220446049250313e-16
356,0.9306502715120073,2.220446049250313e-16
357,0.9489733052822072,2.220446049250313e-16
358,0.9457320837365053,2.220446049250313e-16
359,0.9685985795262418,0.0014543823512549868
360,0.9264471450695156,0.004011357947510058
361,0.8903127018007319,0.019899425631164
362,0.9546712325411729,0.005618394301460602
363,0.9109349440875756,0.012505348790472952
364,0.9182387035218204,0.04052217362096196
365,0.909768763737122,0.038551559599799265
366,0.8780720502309879,0.07459702274674423
367,0.931987637493221,0.07316561166438883
368,0.9039578103671567,0.08785185623695188
369,0.8778251099402266,0.07784664756263104
370,0.9090108108517801,0.07948229431361098
371,0.9133551802605709,0.1185506150567139
372,0.8724362389899002,0.192980387924881
373,0.6820965706684353,0.33851761047513507
374,0.6987584057727105,0.3403663031505296
375,0.6509653510498302,0.3790872321035237
376,0.6924825747738756,0.3564630190205399
377,0.7421385743142036,0.26871939596410455
378,0.7049530312855404,0.3096579123756715
379,0.6953519406208073,0.3317787460375362
380,0.6764801983315883,0.37119111897703966
381,0.4796504420428851,0.5333402998476742
382,0.6581592630770221,0.40440185827528125
383,0.6633029599955333,0.35427120186278094
384,0.6622648826220541,0.3410559826310257
385,0.5622034727671829,0.4528023370389974
386,0.477990337870817,0.5141278121639129
387,0.48476578695315264,0.4800804566615307
388,0.5244011664176131,0.47043127372744925
389,0.6394991944316694,0.395654823469062
390,0.4785951547544879,0.47266560805279595
391,0.4884986176085205,0.5227097367508645
392,0.6259623150800474,0.3823800115311538
393,0.45784078677166606,0.5537129125318322
394,0.4019759811324291,0.6222584708110706
395,0.3442376026415082,0.6226913983983496
396,0.4211670575637043,0.6178705535934487
397,0.1329728631453594,0.9260441441787645
398,0.1834226946857662,0.8559606327278013
399,2.220446049250313e-16,0.9628844680033353
400,0.027551210800223328,0.9899766856576668
401,0.0020403303190152143,1.0193089797487251
402,0.011486422507604973,1.0046278618432367
403,0.02494327370299586,0.9997021677920706
404,0.025739748073552754,1.0322386113761268
405,0.03502848949569551,1.0215204263548874
406,0.07271055279921798,0.9648082638219341
407,0.10828448802276092,0.9598780815605571
408,0.26034698650360866,0.7743095359518004
409,0.5329015683791594,0.48170460772797136
410,0.7372147295670476,0.2862145884674313
411,0.9024424295232153,0.11323578842212971
412,0.9566164629410746,0.024245763332644502
413,0.9489213063809726,0.02312140775681726
414,0.9368817902615311,2.220446049250313e-16
415,0.9095345611099769,0.000860351086595361
416,0.8431254873761725,2.220446049250313e-16
417,0.9522047275902058,0.0004874980144891167
418,0.9615218146880675,2.220446049250313e-16
419,0.9802264726176466,2.220446049250313e-16
420,0.997937519679561,2.220446049250313e-16
421,0.9534766887042967,0.023569912985844637
422,1.0070416197777121,0.002585129742291676
423,1.0139650490437393,0.005351258002436352
424,0.9862860278371376,0.05097770344174335
425,0.9162791914033138,0.08265890961946634
426,0.9809455569437495,0.008069701797428075
427,0.9741990780630456,0.02155735556121767
428,0.9379854927147887,0.03159628575558571
429,0.8967733730725232,0.0272979272789901
430,0.8994894806310202,0.10969356102822429
431,0.9269483132341689,0.10047706275321608
432,0.8944183452868623,0.12166804260024507
433,0.8794579721591589,0.16495774122960874
434,0.7603937423804137,0.24612849108337395
435,0.7767007245837556,0.21925757160309428
436,0.7875846233305539,0.16963664385695365
437,0.6965679430322338,0.27810321046819936
438,0.6244835448668242,0.34756410807932947
439,0.6248869503089598,0.40500873975261764
440,0.6502379558885353,0.409474958100439
441,0.7573297018852159,0.29259653048066353
442,0.7584742470905343,0.24564565028169116
443,0.6621922931605553,0.3656272553813098
444,0.6345337237158144,0.35517098793404456
445,0.7511096279597699,0.2892512131805309
446,0.7940736874749529,0.19454320567815084
447,0.7174381227805635,0.3266999951554115
448,0.7488857689497138,0.31302012271078156
449,0.7282684741824398,0.2844552840438617
450,0.6604248848228457,0.3771650501672136
451,0.6210050401931402,0.38372760161125646
452,0.7884803324494796,0.22298343916881186
453,0.6766657974256484,0.31361402434083624
454,0.453908297370352,0.5841318024591416
455,0.3986841112995156,0.5894956199409792
456,0.1290281684603809,0.9121788646920334
457,2.220446049250313e-16,1.0254417591588698
458,0.018823031220708945,0.99929496572819
459,0.005943324206338368,1.0256344838887266
460,0.0011659933815874085,0.9967430458149906
461,2.220446049250313e-16,1.0211990205755543
462,0.017028511249397135,1.0081793901465161
463,0.012787707439239609,1.0291737635983027
464,0.008130187662779346,1.025580893843076
465,0.03715245416634225,0.9895090032764049
466,0.0450660414847726,0.9614087711968705
467,0.05821841858821708,0.9531212148802725
468,0.20858509029248873,0.7926772959084187
469,0.5063642981440145,0.520455588806766
470,0.6970891816389007,0.26795757604331344
471,0.7327125896068092,0.26440543727131016
472,0.898936711963352,0.09527145039584957
473,0.9528335323073693,0.06215579378691174
474,0.9410909100556214,0.04271800573137205
475,0.9447521101922136,0.004872758843325797
476,0.9360310171437908,0.023585013238778665
477,0.9476372968012312,0.02346298574912217
478,0.9447131090366221,0.021649732495102072
479,0.9448159171978159,0.016590531411216455
480,0.9217358244910624,0.03120181549983579
481,0.8999527575501874,0.04550699390794045
482,0.8716874940744554,0.07104131261921741
483,0.854538832260361,0.04307224209978183
484,0.7016631451864636,0.18842647477373345
485,0.7521961192404805,0.18392119713122862
486,0.8988677060229473,0.10021153315656695
487,1.0229761550086727,0.006229926681186455
488,0.9552812824872644,0.04602790846968429
489,0.9324843642916811,0.08609583451167878
490,0.8760348506525614,0.13484929041500787
491,0.9018300652452759,0.11652660959447735
492,0.8956932070565456,0.15563299037528003
493,0.9299176534834357,0.07311076302299203
494,0.9144968133672763,0.10523298885298851
495,0.8959748807195106,0.11001420374045294
496,0.8790895902891013,0.08155349344666951
497,0.7803354941770603,0.18931743433600884
498,0.7225149127324864,0.23490285711202594
499,0.696184216232568,0.27777891593504683
500,0.6306965375486075,0.34454973594213556
501,0.7635099788215476,0.27465581564911035
502,0.8228849122907895,0.2387930700077738
503,0.8169647568498871,0.25101440663705993
504,0.8040281396466052,0.23775361083603716
505,0.7551844714896035,0.27292024404475
506,0.7753761577717304,0.2669551323541241
507,0.7313655677507901,0.30031799980230034
508,0.7186006856103989,0.2836812267892206
509,0.7958599148063275,0.22738343426430835
510,0.6379014203866643,0.34668970834125445
511,0.6037025568689146,0.3657390178498874
512,0.6186326709146566,0.32380361767160354
513,0.4780148926781912,0.4861352829145017
514,0.2856711346390107,0.7586455392465199
515,0.03631665368038638,1.0055422141568093
516,0.12860448763002164,0.9184070912172745
517,2.220446049250313e-16,0.9797799020681456
518,0.06025879409268237,0.8896781270802534
519,0.047578904205823135,0.928672845520792
520,0.008233093021379145,1.0153104496967502
521,0.006359319757320706,1.012034439469998
522,2.220446049250313e-16,1.0430685020874544
523,2.220446049250313e-16,1.0067997522490262
524,2.220446049250313e-16,1.0488355255257027
525,0.0017604555094026914,1.028883930291367
526,0.022724287333206507,0.9777761609519782
527,0.04348765028567177,0.9756556491132866
528,0.1941338742093892,0.8413261105320631
529,0.39569064540252563,0.6016274068884053
530,0.5651317674234791,0.4169731207887941
531,0.7019867969946103,0.31677522304260614
532,0.8285005909968163,0.23839857674915008
533,0.8628479214556479,0.16778566918709886
534,0.9376674142810798,0.10684072358549045
535,1.0237003298201963,0.032235186871847836
536,1.0203606435464563,2.220446049250313e-16
537,1.0181082676865758,2.220446049250313e-16
538,0.978199104891208,5.8024134298002046e-05
539,0.9393095409359948,2.220446049250313e-16
540,0.9809745873530885,7.909532330696715e-05
